SRA,BioProject,Biosample,Experiment,Bases,Bytes,create_date,Strain,Genotype,Experiment.1,Condition,Post_induction,Replicates,P_aas,P_tesA,P_rpaA,P_kaiBC,P_rpaA_D53E,P_OX_plasmid,P_Subjective_dawn,P_Subjective_dusk,P_N (mg/L),P_np_kaiBC,P_p0050_kaiBC,P_rel,P_relA,P_relA_E335Q,P_Light (umol photons m-2 s-1),P_sigF,P_rpoD2,P_rpoD6,P_rpoD5,P_pAM2991-xylEAB,P_pAM2991-galP,P_pilB::Tn5,P_BG-11,P_CM,P_Biofilm,Project_tag,SRA_study_id,Ref_condition,Experiment_type,Project_replicates,Single_paired,RNASeq_samples_n,Data_loc,Data_link,Paper,Culture,Growth_Phase,Media,CO2 (%),Light (uE*m-2*sec-1),Temp (°C),Agitation (rpm),OD,pH,Notes,Time_delta,Condition_pi,Project_condition_pi,Passed_Min_Reads,Passed_Global_Corr,passed_replicate_corr,passed_timeseries_corr,Overall_pass
SRR6026323,PRJNA404081,SAMN07629686,SRX3176784,733.47 M,307.35 Mb,2017-09-11,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_dark,1h,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ppGpp,SRP117265,wt_dawn_0m,Genetic_characterization,True,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117265&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30.0,,,,,0 days 01:00:00,wt_dark_1h,ppGpp_wt_dark_1h,True,True,True,False,True
SRR6026324,PRJNA404081,SAMN07629685,SRX3176785,844.63 M,348.93 Mb,2017-09-11,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_dark,2h,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ppGpp,SRP117265,wt_dawn_0m,Genetic_characterization,True,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117265&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30.0,,,,,0 days 02:00:00,wt_dark_2h,ppGpp_wt_dark_2h,True,True,True,False,True
SRR6026325,PRJNA404081,SAMN07629691,SRX3176786,630.22 M,262.11 Mb,2017-09-11,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_dark,4h,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ppGpp,SRP117265,wt_dawn_0m,Genetic_characterization,True,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117265&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30.0,,,,,0 days 04:00:00,wt_dark_4h,ppGpp_wt_dark_4h,True,True,True,False,True
SRR6026326,PRJNA404081,SAMN07629656,SRX3176787,614.44 M,254.78 Mb,2017-09-11,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_dark,8h,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ppGpp,SRP117265,wt_dawn_0m,Genetic_characterization,True,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117265&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30.0,,,,,0 days 08:00:00,wt_dark_8h,ppGpp_wt_dark_8h,True,True,True,False,True
SRR6026327,PRJNA404081,SAMN07629684,SRX3176788,769.72 M,324.73 Mb,2017-09-11,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_dark,12h,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ppGpp,SRP117265,wt_dawn_0m,Genetic_characterization,True,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117265&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30.0,,,,,0 days 12:00:00,wt_dark_12h,ppGpp_wt_dark_12h,True,True,True,False,True
SRR6026328,PRJNA404081,SAMN07629683,SRX3176789,543.26 M,225.02 Mb,2017-09-11,Synechococcus elongatus PCC 7942 = FACHB-805,rel-,RNA-seq,rel-_dark,0m,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.16,1.0,0.0,0.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ppGpp,SRP117265,wt_dawn_0m,Genetic_characterization,True,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117265&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30.0,,,,,0 days 00:00:00,rel-_dark_0m,ppGpp_rel-_dark_0m,True,True,True,False,True
SRR6026329,PRJNA404081,SAMN07629682,SRX3176790,785.45 M,327.01 Mb,2017-09-11,Synechococcus elongatus PCC 7942 = FACHB-805,rel-,RNA-seq,rel-_dark,5m,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.16,1.0,0.0,0.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ppGpp,SRP117265,wt_dawn_0m,Genetic_characterization,True,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117265&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30.0,,,,,0 days 00:05:00,rel-_dark_5m,ppGpp_rel-_dark_5m,True,True,True,False,True
SRR6026330,PRJNA404081,SAMN07629681,SRX3176791,581.02 M,241.08 Mb,2017-09-11,Synechococcus elongatus PCC 7942 = FACHB-805,rel-,RNA-seq,rel-_dark,15m,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.16,1.0,0.0,0.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ppGpp,SRP117265,wt_dawn_0m,Genetic_characterization,True,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117265&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30.0,,,,,0 days 00:15:00,rel-_dark_15m,ppGpp_rel-_dark_15m,True,True,True,False,True
SRR6026331,PRJNA404081,SAMN07629680,SRX3176792,501.43 M,206.96 Mb,2017-09-11,Synechococcus elongatus PCC 7942 = FACHB-805,rel-,RNA-seq,rel-_dark,30m,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.16,1.0,0.0,0.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ppGpp,SRP117265,wt_dawn_0m,Genetic_characterization,True,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117265&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30.0,,,,,0 days 00:30:00,rel-_dark_30m,ppGpp_rel-_dark_30m,True,True,True,False,True
SRR6026332,PRJNA404081,SAMN07629673,SRX3176793,685.39 M,282.36 Mb,2017-09-11,Synechococcus elongatus PCC 7942 = FACHB-805,rel-,RNA-seq,rel-_dark,1h,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.16,1.0,0.0,0.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ppGpp,SRP117265,wt_dawn_0m,Genetic_characterization,True,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117265&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30.0,,,,,0 days 01:00:00,rel-_dark_1h,ppGpp_rel-_dark_1h,True,True,True,False,True
SRR6026333,PRJNA404081,SAMN07629674,SRX3176794,882.73 M,365.20 Mb,2017-09-11,Synechococcus elongatus PCC 7942 = FACHB-805,rel-,RNA-seq,rel-_dark,2h,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.16,1.0,0.0,0.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ppGpp,SRP117265,wt_dawn_0m,Genetic_characterization,True,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117265&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30.0,,,,,0 days 02:00:00,rel-_dark_2h,ppGpp_rel-_dark_2h,True,True,True,False,True
SRR6026337,PRJNA404081,SAMN07629677,SRX3176798,451.24 M,252.81 Mb,2017-09-11,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_dark,0m,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ppGpp,SRP117265,wt_dawn_0m,Genetic_characterization,True,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117265&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30.0,,,,,0 days 00:00:00,wt_dark_0m,ppGpp_wt_dark_0m,True,True,True,False,True
SRR6026338,PRJNA404081,SAMN07629676,SRX3176799,413.62 M,231.35 Mb,2017-09-11,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_dark,5m,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ppGpp,SRP117265,wt_dawn_0m,Genetic_characterization,True,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117265&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30.0,,,,,0 days 00:05:00,wt_dark_5m,ppGpp_wt_dark_5m,True,True,True,False,True
SRR6026339,PRJNA404081,SAMN07629672,SRX3176800,461.41 M,256.20 Mb,2017-09-11,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_dark,15m,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ppGpp,SRP117265,wt_dawn_0m,Genetic_characterization,True,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117265&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30.0,,,,,0 days 00:15:00,wt_dark_15m,ppGpp_wt_dark_15m,True,True,True,False,True
SRR6026340,PRJNA404081,SAMN07629671,SRX3176801,451.97 M,254.40 Mb,2017-09-11,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_dark,30m,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ppGpp,SRP117265,wt_dawn_0m,Genetic_characterization,True,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117265&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30.0,,,,,0 days 00:30:00,wt_dark_30m,ppGpp_wt_dark_30m,True,True,True,False,True
SRR6026341,PRJNA404081,SAMN07629670,SRX3176802,383.11 M,212.89 Mb,2017-09-11,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_dark,1h,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ppGpp,SRP117265,wt_dawn_0m,Genetic_characterization,True,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117265&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30.0,,,,,0 days 01:00:00,wt_dark_1h,ppGpp_wt_dark_1h,True,True,True,False,True
SRR6026342,PRJNA404081,SAMN07629669,SRX3176803,396.03 M,219.04 Mb,2017-09-11,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_dark,2h,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ppGpp,SRP117265,wt_dawn_0m,Genetic_characterization,True,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117265&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30.0,,,,,0 days 02:00:00,wt_dark_2h,ppGpp_wt_dark_2h,True,True,True,False,True
SRR6026343,PRJNA404081,SAMN07629668,SRX3176804,597.26 M,330.23 Mb,2017-09-11,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_dark,4h,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ppGpp,SRP117265,wt_dawn_0m,Genetic_characterization,True,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117265&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30.0,,,,,0 days 04:00:00,wt_dark_4h,ppGpp_wt_dark_4h,True,True,True,False,True
SRR6026344,PRJNA404081,SAMN07629667,SRX3176805,531.53 M,291.72 Mb,2017-09-11,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_dark,8h,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ppGpp,SRP117265,wt_dawn_0m,Genetic_characterization,True,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117265&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30.0,,,,,0 days 08:00:00,wt_dark_8h,ppGpp_wt_dark_8h,True,True,True,False,True
SRR6026345,PRJNA404081,SAMN07629666,SRX3176806,394.73 M,218.48 Mb,2017-09-11,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_dark,12h,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ppGpp,SRP117265,wt_dawn_0m,Genetic_characterization,True,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117265&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30.0,,,,,0 days 12:00:00,wt_dark_12h,ppGpp_wt_dark_12h,True,True,True,False,True
SRR6026346,PRJNA404081,SAMN07629665,SRX3176807,521.79 M,332.44 Mb,2017-09-11,Synechococcus elongatus PCC 7942 = FACHB-805,rel-,RNA-seq,rel-_dark,0m,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.16,1.0,0.0,0.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ppGpp,SRP117265,wt_dawn_0m,Genetic_characterization,True,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117265&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30.0,,,,,0 days 00:00:00,rel-_dark_0m,ppGpp_rel-_dark_0m,True,True,True,False,True
SRR6026347,PRJNA404081,SAMN07629664,SRX3176808,640.76 M,408.33 Mb,2017-09-11,Synechococcus elongatus PCC 7942 = FACHB-805,rel-,RNA-seq,rel-_dark,5m,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.16,1.0,0.0,0.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ppGpp,SRP117265,wt_dawn_0m,Genetic_characterization,True,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117265&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30.0,,,,,0 days 00:05:00,rel-_dark_5m,ppGpp_rel-_dark_5m,True,True,True,False,True
SRR6026348,PRJNA404081,SAMN07629663,SRX3176809,570.83 M,362.14 Mb,2017-09-11,Synechococcus elongatus PCC 7942 = FACHB-805,rel-,RNA-seq,rel-_dark,15m,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.16,1.0,0.0,0.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ppGpp,SRP117265,wt_dawn_0m,Genetic_characterization,True,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117265&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30.0,,,,,0 days 00:15:00,rel-_dark_15m,ppGpp_rel-_dark_15m,True,True,True,False,True
SRR6026349,PRJNA404081,SAMN07629662,SRX3176810,1.09 G,688.15 Mb,2017-09-11,Synechococcus elongatus PCC 7942 = FACHB-805,rel-,RNA-seq,rel-_dark,30m,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.16,1.0,0.0,0.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ppGpp,SRP117265,wt_dawn_0m,Genetic_characterization,True,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117265&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30.0,,,,,0 days 00:30:00,rel-_dark_30m,ppGpp_rel-_dark_30m,True,True,True,False,True
SRR6026350,PRJNA404081,SAMN07629661,SRX3176811,700.77 M,445.69 Mb,2017-09-11,Synechococcus elongatus PCC 7942 = FACHB-805,rel-,RNA-seq,rel-_dark,1h,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.16,1.0,0.0,0.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ppGpp,SRP117265,wt_dawn_0m,Genetic_characterization,True,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117265&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30.0,,,,,0 days 01:00:00,rel-_dark_1h,ppGpp_rel-_dark_1h,True,True,True,False,True
SRR6026351,PRJNA404081,SAMN07629660,SRX3176812,1.15 G,729.25 Mb,2017-09-11,Synechococcus elongatus PCC 7942 = FACHB-805,rel-,RNA-seq,rel-_dark,2h,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.16,1.0,0.0,0.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ppGpp,SRP117265,wt_dawn_0m,Genetic_characterization,True,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117265&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30.0,,,,,0 days 02:00:00,rel-_dark_2h,ppGpp_rel-_dark_2h,True,True,True,False,True
SRR6202543,PRJNA415380,SAMN07822189,SRX3312459,594.17 M,240.73 Mb,2017-10-23,Synechococcus elongatus PCC 7942 = FACHB-805,rel- relA+,RNA-seq,rel-_relA+_dark,0m,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.16,1.0,0.0,0.0,1.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ppGpp,SRP120955,wt_dawn_0m,Genetic_characterization,True,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP120955&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30.0,,,,,0 days 00:00:00,rel-_relA+_dark_0m,ppGpp_rel-_relA+_dark_0m,True,True,True,False,True
SRR6202544,PRJNA415380,SAMN07822188,SRX3312460,576.34 M,234.67 Mb,2017-10-23,Synechococcus elongatus PCC 7942 = FACHB-805,rel- relA+,RNA-seq,rel-_relA+_dark,5m,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.16,1.0,0.0,0.0,1.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ppGpp,SRP120955,wt_dawn_0m,Genetic_characterization,True,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP120955&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30.0,,,,,0 days 00:05:00,rel-_relA+_dark_5m,ppGpp_rel-_relA+_dark_5m,True,True,True,False,True
SRR6202545,PRJNA415380,SAMN07822187,SRX3312461,687.49 M,277.53 Mb,2017-10-23,Synechococcus elongatus PCC 7942 = FACHB-805,rel- relA+,RNA-seq,rel-_relA+_dark,15m,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.16,1.0,0.0,0.0,1.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ppGpp,SRP120955,wt_dawn_0m,Genetic_characterization,True,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP120955&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30.0,,,,,0 days 00:15:00,rel-_relA+_dark_15m,ppGpp_rel-_relA+_dark_15m,True,True,True,False,True
SRR6202546,PRJNA415380,SAMN07822186,SRX3312462,648.08 M,262.22 Mb,2017-10-23,Synechococcus elongatus PCC 7942 = FACHB-805,rel- relA+,RNA-seq,rel-_relA+_dark,30m,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.16,1.0,0.0,0.0,1.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ppGpp,SRP120955,wt_dawn_0m,Genetic_characterization,True,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP120955&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30.0,,,,,0 days 00:30:00,rel-_relA+_dark_30m,ppGpp_rel-_relA+_dark_30m,True,True,True,False,True
SRR6202547,PRJNA415380,SAMN07822185,SRX3312463,664.12 M,268.27 Mb,2017-10-23,Synechococcus elongatus PCC 7942 = FACHB-805,rel- relA+,RNA-seq,rel-_relA+_dark,1h,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.16,1.0,0.0,0.0,1.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ppGpp,SRP120955,wt_dawn_0m,Genetic_characterization,True,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP120955&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30.0,,,,,0 days 01:00:00,rel-_relA+_dark_1h,ppGpp_rel-_relA+_dark_1h,True,True,True,False,True
SRR6202548,PRJNA415380,SAMN07822184,SRX3312464,857.94 M,348.66 Mb,2017-10-23,Synechococcus elongatus PCC 7942 = FACHB-805,rel- relA+,RNA-seq,rel-_relA+_dark,2h,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.16,1.0,0.0,0.0,1.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ppGpp,SRP120955,wt_dawn_0m,Genetic_characterization,True,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP120955&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30.0,,,,,0 days 02:00:00,rel-_relA+_dark_2h,ppGpp_rel-_relA+_dark_2h,True,True,True,False,True
SRR6202549,PRJNA415380,SAMN07822183,SRX3312465,586.45 M,247.22 Mb,2017-10-23,Synechococcus elongatus PCC 7942 = FACHB-805,rel- relA+,RNA-seq,rel-_relA+_dark,4h,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.16,1.0,0.0,0.0,1.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ppGpp,SRP120955,wt_dawn_0m,Genetic_characterization,True,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP120955&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30.0,,,,,0 days 04:00:00,rel-_relA+_dark_4h,ppGpp_rel-_relA+_dark_4h,True,True,True,False,True
SRR6202550,PRJNA415380,SAMN07822182,SRX3312466,467.33 M,190.87 Mb,2017-10-23,Synechococcus elongatus PCC 7942 = FACHB-805,rel- relA+,RNA-seq,rel-_relA+_dark,8h,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.16,1.0,0.0,0.0,1.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ppGpp,SRP120955,wt_dawn_0m,Genetic_characterization,True,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP120955&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30.0,,,,,0 days 08:00:00,rel-_relA+_dark_8h,ppGpp_rel-_relA+_dark_8h,True,True,True,False,True
