Entry,Protein,mapped_name,refseq_locus,genbank_locus,has_annotation_match,missing_with_match,missing_without_match,double_hit,match_hit,percent_id,coverage,drop_proteins,subset_proteins,rename_proteins
Q31PS1,Q31PS1_SYNE7,Q31PS1,SYNPCC7942_RS04725,Synpcc7942_0918,True,False,False,False,,,,False,False,False
Q31KR4,Q31KR4_SYNE7,Q31KR4,SYNPCC7942_RS11820,Synpcc7942_2325,True,False,False,False,,,,False,False,False
Q31L95,Q31L95_SYNE7,Q31L95,SYNPCC7942_RS10890,Synpcc7942_2144,True,False,False,False,,,,False,False,False
Q31KR7,Q31KR7_SYNE7,Q31KR7,SYNPCC7942_RS11805,Synpcc7942_2322,True,False,False,False,,,,False,False,False
Q8KPT7,Q8KPT7_SYNE7,Q8KPT7,SYNPCC7942_RS08105,Synpcc7942_1587,True,False,False,False,,,,False,False,False
Q31QY8,Q31QY8_SYNE7,Q31QY8,SYNPCC7942_RS02535,Synpcc7942_0499,True,False,False,False,,,,False,False,False
Q31KD9,Q31KD9_SYNE7,Q31KD9,SYNPCC7942_RS12450,Synpcc7942_2450,True,False,False,False,,,,False,False,False
Q31NS5,Q31NS5_SYNE7,Q31NS5,SYNPCC7942_RS06475,Synpcc7942_1264,True,False,False,False,,,,False,False,False
Q31KT5,Q31KT5_SYNE7,Q31KT5,SYNPCC7942_RS11710,Synpcc7942_2304,True,False,False,False,,,,False,False,False
Q31KT6,Q31KT6_SYNE7,Q31KT6,SYNPCC7942_RS11705,Synpcc7942_2303,True,False,False,False,,,,False,False,False
Q31QM0,Q31QM0_SYNE7,Q31QM0,SYNPCC7942_RS03165,Synpcc7942_0617,True,False,False,False,,,,False,False,False
Q31PG4,Q31PG4_SYNE7,Q31PG4,SYNPCC7942_RS05265,Synpcc7942_1025,True,False,False,False,,,,False,False,False
Q31KU8,Q31KU8_SYNE7,Q31KU8,SYNPCC7942_RS11645,Synpcc7942_2291,True,False,False,False,,,,False,False,False
Q31P64,Q31P64_SYNE7,Q31P64,SYNPCC7942_RS05760,Synpcc7942_1125,True,False,False,False,,,,False,False,False
Q31KU4,Q31KU4_SYNE7,Q31KU4,SYNPCC7942_RS11665,Synpcc7942_2295,True,False,False,False,,,,False,False,False
Q31QC9,Q31QC9_SYNE7,Q31QC9,SYNPCC7942_RS03630,Synpcc7942_0708,True,False,False,False,,,,False,False,False
Q31QX2,Q31QX2_SYNE7,Q31QX2,SYNPCC7942_RS02615,Synpcc7942_0515,True,False,False,False,,,,False,False,False
Q31KV1,Q31KV1_SYNE7,Q31KV1,SYNPCC7942_RS11630,Synpcc7942_2288,True,False,False,False,,,,False,False,False
Q31KM0,Q31KM0_SYNE7,Q31KM0,SYNPCC7942_RS12040,Synpcc7942_2369,True,False,False,False,,,,False,False,False
Q31KV3,Q31KV3_SYNE7,Q31KV3,SYNPCC7942_RS11620,Synpcc7942_2286,True,False,False,False,,,,False,False,False
Q31JS8,Q31JS8_SYNE7,,,,False,False,True,False,,,,True,False,False
Q31NU6,Q31NU6_SYNE7,Q31NU6,SYNPCC7942_RS06370,Synpcc7942_1243,True,False,False,False,,,,False,False,False
Q31KV6,Q31KV6_SYNE7,Q31KV6,SYNPCC7942_RS11605,Synpcc7942_2283,True,False,False,False,,,,False,False,False
Q31KV7,Q31KV7_SYNE7,Q31KV7,SYNPCC7942_RS11600,Synpcc7942_2282,True,False,False,False,,,,False,False,False
Q31N35,Q31N35_SYNE7,Q31N35,SYNPCC7942_RS07685,Synpcc7942_1504,True,False,False,False,,,,False,False,False
Q31MV1,Q31MV1_SYNE7,Q31MV1,SYNPCC7942_RS08110,Synpcc7942_1588,True,False,False,False,,,,False,False,False
Q31KW0,Q31KW0_SYNE7,Q31KW0,SYNPCC7942_RS11585,Synpcc7942_2279,True,False,False,False,,,,False,False,False
Q31KW1,Q31KW1_SYNE7,Q31KW1,SYNPCC7942_RS11580,Synpcc7942_2278,True,False,False,False,,,,False,False,False
Q31L43,Q31L43_SYNE7,Q31L43,SYNPCC7942_RS11155,Synpcc7942_2196,True,False,False,False,,,,False,False,False
Q31KW7,Q31KW7_SYNE7,Q31KW7,SYNPCC7942_RS11545,Synpcc7942_2272,True,False,False,False,,,,False,False,False
Q31KW8,Q31KW8_SYNE7,Q31KW8,SYNPCC7942_RS11540,Synpcc7942_2271,True,False,False,False,,,,False,False,False
Q31KW9,Q31KW9_SYNE7,Q31KW9,SYNPCC7942_RS11535,Synpcc7942_2270,True,False,False,False,,,,False,False,False
Q31KX1,Q31KX1_SYNE7,Q31KX1,SYNPCC7942_RS11525,Synpcc7942_2268,True,False,False,False,,,,False,False,False
Q31KX2,Q31KX2_SYNE7,Q31KX2,SYNPCC7942_RS11520,Synpcc7942_2267,True,False,False,False,,,,False,False,False
Q31KX3,Q31KX3_SYNE7,Q31KX3,SYNPCC7942_RS11515,Synpcc7942_2266,True,False,False,False,,,,False,False,False
Q31KX5,Q31KX5_SYNE7,Q31KX5,SYNPCC7942_RS11505,Synpcc7942_2264,True,False,False,False,,,,False,False,False
Q31KX7,Q31KX7_SYNE7,Q31KX7,SYNPCC7942_RS11495,Synpcc7942_2262,True,False,False,False,,,,False,False,False
Q31KX8,Q31KX8_SYNE7,Q31KX8,SYNPCC7942_RS11490,Synpcc7942_2261,True,False,False,False,,,,False,False,False
Q31KX9,Q31KX9_SYNE7,Q31KX9,SYNPCC7942_RS11485,Synpcc7942_2260,True,False,False,False,,,,False,False,False
Q31PW9,Q31PW9_SYNE7,Q31PW9,SYNPCC7942_RS04485,Synpcc7942_0870,True,False,False,False,,,,False,False,False
Q31KY2,Q31KY2_SYNE7,Q31KY2,SYNPCC7942_RS13830,Synpcc7942_2257,True,False,False,False,,,,False,False,False
Q31KY3,Q31KY3_SYNE7,Q31KY3,SYNPCC7942_RS11470,Synpcc7942_2256,True,False,False,False,,,,False,False,False
Q31KY4,Q31KY4_SYNE7,Q31KY4,SYNPCC7942_RS11465,Synpcc7942_2255,True,False,False,False,,,,False,False,False
Q31MQ3,Q31MQ3_SYNE7,Q31MQ3,SYNPCC7942_RS08345,Synpcc7942_1636,True,False,False,False,,,,False,False,False
Q31KY7,Q31KY7_SYNE7,Q31KY7,SYNPCC7942_RS11450,Synpcc7942_2252,True,False,False,False,,,,False,False,False
Q31KY8,Q31KY8_SYNE7,,,,False,False,True,False,,,,True,False,False
Q31KZ0,Q31KZ0_SYNE7,Q31KZ0,SYNPCC7942_RS11425,Synpcc7942_2249,True,False,False,False,,,,False,False,False
Q31KZ1,Q31KZ1_SYNE7,Q31KZ1,SYNPCC7942_RS11420,Synpcc7942_2248,True,False,False,False,,,,False,False,False
Q31LK5,Q31LK5_SYNE7,Q31LK5,SYNPCC7942_RS10320,Synpcc7942_2034,True,False,False,False,,,,False,False,False
Q31M85,Q31M85_SYNE7,Q31M85,SYNPCC7942_RS09165,Synpcc7942_1804,True,False,False,False,,,,False,False,False
Q31KZ7,Q31KZ7_SYNE7,,,,False,False,True,False,,,,True,False,False
Q31NG4,Q31NG4_SYNE7,Q31NG4,SYNPCC7942_RS07035,Synpcc7942_1375,True,False,False,False,,,,False,False,False
Q31KZ9,Q31KZ9_SYNE7,Q31KZ9,SYNPCC7942_RS11375,Synpcc7942_2240,True,False,False,False,,,,False,False,False
Q31L00,Q31L00_SYNE7,Q31L00,SYNPCC7942_RS11370,Synpcc7942_2239,True,False,False,False,,,,False,False,False
Q31MS6,Q31MS6_SYNE7,Q31MS6,SYNPCC7942_RS08230,Synpcc7942_1613,True,False,False,False,,,,False,False,False
Q31L32,Q31L32_SYNE7,Q31L32,SYNPCC7942_RS11215,Synpcc7942_2207,True,False,False,False,,,,False,False,False
Q31Q50,Q31Q50_SYNE7,Q31Q50,SYNPCC7942_RS04075,Synpcc7942_0787,True,False,False,False,,,,False,False,False
Q31N31,Q31N31_SYNE7,Q31N31,SYNPCC7942_RS07710,Synpcc7942_1508,True,False,False,False,,,,False,False,False
Q31PH1,Q31PH1_SYNE7,Q31PH1,SYNPCC7942_RS05235,Synpcc7942_1018,True,False,False,False,,,,False,False,False
Q8KUT3,Q8KUT3_SYNE7,Q8KUT3,SYNPCC7942_RS13480,Synpcc7942_B2655,True,False,False,False,,,,False,False,False
Q31L41,Q31L41_SYNE7,Q31L41,SYNPCC7942_RS11165,Synpcc7942_2198,True,False,False,False,,,,False,False,False
Q31QH3,Q31QH3_SYNE7,Q31QH3,SYNPCC7942_RS03400,Synpcc7942_0664,True,False,False,False,,,,False,False,False
Q31L44,Q31L44_SYNE7,Q31L44,SYNPCC7942_RS11150,Synpcc7942_2195,True,False,False,False,,,,False,False,False
Q31L46,Q31L46_SYNE7,Q31L46,SYNPCC7942_RS11140,Synpcc7942_2193,True,False,False,False,,,,False,False,False
Q31L47,Q31L47_SYNE7,Q31L47,SYNPCC7942_RS11135,Synpcc7942_2192,True,False,False,False,,,,False,False,False
Q31L49,Q31L49_SYNE7,Q31L49,SYNPCC7942_RS11125,Synpcc7942_2190,True,False,False,False,,,,False,False,False
Q31L51,Q31L51_SYNE7,Q31L51,SYNPCC7942_RS11120,Synpcc7942_2188,True,False,False,False,,,,False,False,False
Q31L52,Q31L52_SYNE7,Q31L52,SYNPCC7942_RS11115,Synpcc7942_2187,True,False,False,False,,,,False,False,False
Q31L53,Q31L53_SYNE7,Q31L53,SYNPCC7942_RS11110,Synpcc7942_2186,True,False,False,False,,,,False,False,False
Q31L55,Q31L55_SYNE7,Q31L55,SYNPCC7942_RS11100,Synpcc7942_2184,True,False,False,False,,,,False,False,False
Q31L56,Q31L56_SYNE7,Q31L56,SYNPCC7942_RS11095,Synpcc7942_2183,True,False,False,False,,,,False,False,False
Q31L58,Q31L58_SYNE7,Q31L58,SYNPCC7942_RS11085,Synpcc7942_2181,True,False,False,False,,,,False,False,False
Q31L59,Q31L59_SYNE7,Q31L59,SYNPCC7942_RS11080,Synpcc7942_2180,True,False,False,False,,,,False,False,False
Q31RE3,Q31RE3_SYNE7,Q31RE3,SYNPCC7942_RS01755,Synpcc7942_0344,True,False,False,False,,,,False,False,False
Q55039,GPH_SYNE7,Q55039,SYNPCC7942_RS13310,Synpcc7942_2613,True,False,False,False,,,,False,False,False
Q8GJL3,Q8GJL3_SYNE7,Q8GJL3,SYNPCC7942_RS09245,Synpcc7942_1821,True,False,False,False,,,,False,False,False
Q31PQ2,Q31PQ2_SYNE7,Q31PQ2,SYNPCC7942_RS04820,Synpcc7942_0937,True,False,False,False,,,,False,False,False
Q8GMR8,Q8GMR8_SYNE7,Q8GMR8,SYNPCC7942_RS02300,Synpcc7942_0450,True,False,False,False,,,,False,False,False
Q31S51,Q31S51_SYNE7,Q31S51,SYNPCC7942_RS00425,Synpcc7942_0086,True,False,False,False,,,,False,False,False
Q31L76,Q31L76_SYNE7,Q31L76,SYNPCC7942_RS10995,Synpcc7942_2163,True,False,False,False,,,,False,False,False
Q31L89,Q31L89_SYNE7,Q31L89,SYNPCC7942_RS10925,Synpcc7942_2150,True,False,False,False,,,,False,False,False
Q31M32,Q31M32_SYNE7,Q31M32,SYNPCC7942_RS09420,Synpcc7942_1857,True,False,False,False,,,,False,False,False
Q31L85,Q31L85_SYNE7,Q31L85,SYNPCC7942_RS10945,Synpcc7942_2154,True,False,False,False,,,,False,False,False
Q31LE3,Q31LE3_SYNE7,Q31LE3,SYNPCC7942_RS10625,Synpcc7942_2096,True,False,False,False,,,,False,False,False
Q31Q30,Q31Q30_SYNE7,Q31Q30,SYNPCC7942_RS04175,Synpcc7942_0807,True,False,False,False,,,,False,False,False
Q31M62,Q31M62_SYNE7,Q31M62,SYNPCC7942_RS09270,Synpcc7942_1827,True,False,False,False,,,,False,False,False
Q31KH2,Q31KH2_SYNE7,Q31KH2,SYNPCC7942_RS12280,Synpcc7942_2417,True,False,False,False,,,,False,False,False
Q31L91,Q31L91_SYNE7,Q31L91,SYNPCC7942_RS10915,Synpcc7942_2148,True,False,False,False,,,,False,False,False
Q31L92,Q31L92_SYNE7,Q31L92,SYNPCC7942_RS10905,Synpcc7942_2147,True,False,False,False,,,,False,False,False
Q31L93,Q31L93_SYNE7,Q31L93,SYNPCC7942_RS10900,Synpcc7942_2146,True,False,False,False,,,,False,False,False
Q31KT1,GCST_SYNE7,Q31KT1,SYNPCC7942_RS11730,Synpcc7942_2308,True,False,False,False,,,,False,False,False
Q31M73,Q31M73_SYNE7,Q31M73,SYNPCC7942_RS09220,Synpcc7942_1816,True,False,False,False,,,,False,False,False
Q31QV9,Q31QV9_SYNE7,Q31QV9,SYNPCC7942_RS02685,Synpcc7942_0528,True,False,False,False,,,,False,False,False
Q31PS7,Q31PS7_SYNE7,Q31PS7,SYNPCC7942_RS04690,Synpcc7942_0912,True,False,False,False,,,,False,False,False
Q31L98,Q31L98_SYNE7,Q31L98,SYNPCC7942_RS10870,Synpcc7942_2141,True,False,False,False,,,,False,False,False
Q31LA0,Q31LA0_SYNE7,Q31LA0,SYNPCC7942_RS10855,Synpcc7942_2139,True,False,False,False,,,,False,False,False
Q31LA1,Q31LA1_SYNE7,Q31LA1,SYNPCC7942_RS10850,Synpcc7942_2138,True,False,False,False,,,,False,False,False
P39663,SPHR_SYNE7,P39663,SYNPCC7942_RS05195,Synpcc7942_1012,True,False,False,False,,,,False,False,False
Q31LA4,Q31LA4_SYNE7,Q31LA4,SYNPCC7942_RS10830,Synpcc7942_2135,True,False,False,False,,,,False,False,False
Q31K56,Q31K56_SYNE7,Q31K56,SYNPCC7942_RS12860,Synpcc7942_2533,True,False,False,False,,,,False,False,False
Q31LA6,Q31LA6_SYNE7,Q31LA6,SYNPCC7942_RS10820,Synpcc7942_2133,True,False,False,False,,,,False,False,False
Q31LA8,Q31LA8_SYNE7,Q31LA8,SYNPCC7942_RS10805,Synpcc7942_2131,True,False,False,False,,,,False,False,False
Q31LB0,Q31LB0_SYNE7,Q31LB0,SYNPCC7942_RS10795,Synpcc7942_2129,True,False,False,False,,,,False,False,False
Q31LB4,Q31LB4_SYNE7,Q31LB4,SYNPCC7942_RS10775,Synpcc7942_2125,True,False,False,False,,,,False,False,False
Q31LB5,Q31LB5_SYNE7,Q31LB5,SYNPCC7942_RS10770,Synpcc7942_2124,True,False,False,False,,,,False,False,False
Q31LB8,Q31LB8_SYNE7,Q31LB8,SYNPCC7942_RS10755,Synpcc7942_2121,True,False,False,False,,,,False,False,False
Q31LE1,Q31LE1_SYNE7,Q31LE1,SYNPCC7942_RS10635,Synpcc7942_2098,True,False,False,False,,,,False,False,False
Q31LY4,Q31LY4_SYNE7,Q31LY4,SYNPCC7942_RS09660,Synpcc7942_1905,True,False,False,False,,,,False,False,False
Q54762,Q54762_SYNE7,Q54762,SYNPCC7942_RS13025,Synpcc7942_2563,True,False,False,False,,,,False,False,False
Q31LC3,Q31LC3_SYNE7,Q31LC3,SYNPCC7942_RS10730,Synpcc7942_2116,True,False,False,False,,,,False,False,False
Q31LP7,MTNA_SYNE7,Q31LP7,SYNPCC7942_RS10100,Synpcc7942_1992,True,False,False,False,,,,False,False,False
Q31LC7,Q31LC7_SYNE7,Q31LC7,SYNPCC7942_RS10705,Synpcc7942_2112,True,False,False,False,,,,False,False,False
Q31LC8,Q31LC8_SYNE7,Q31LC8,SYNPCC7942_RS10700,Synpcc7942_2111,True,False,False,False,,,,False,False,False
Q31Q17,Q31Q17_SYNE7,Q31Q17,SYNPCC7942_RS04240,Synpcc7942_0820,True,False,False,False,,,,False,False,False
Q31LY3,Q31LY3_SYNE7,Q31LY3,SYNPCC7942_RS09665,Synpcc7942_1906,True,False,False,False,,,,False,False,False
Q31PF7,Q31PF7_SYNE7,Q31PF7,SYNPCC7942_RS05300,Synpcc7942_1032,True,False,False,False,,,,False,False,False
Q31LD9,Q31LD9_SYNE7,Q31LD9,SYNPCC7942_RS10645,Synpcc7942_2100,True,False,False,False,,,,False,False,False
Q31KB0,Q31KB0_SYNE7,Q31KB0,SYNPCC7942_RS13845,Synpcc7942_2479,True,False,False,False,,,,False,False,False
Q31PH0,Q31PH0_SYNE7,Q31PH0,SYNPCC7942_RS05240,Synpcc7942_1019,True,False,False,False,,,,False,False,False
Q31K49,Q31K49_SYNE7,Q31K49,SYNPCC7942_RS12895,Synpcc7942_2540,True,False,False,False,,,,False,False,False
Q31LE4,Q31LE4_SYNE7,Q31LE4,SYNPCC7942_RS10620,Synpcc7942_2095,True,False,False,False,,,,False,False,False
Q31LE7,Q31LE7_SYNE7,Q31LE7,SYNPCC7942_RS10605,Synpcc7942_2092,True,False,False,False,,,,False,False,False
Q79PF5,KAIB_SYNE7,Q79PF5,SYNPCC7942_RS06235,Synpcc7942_1217,True,False,False,False,,,,False,False,False
Q31LF0,Q31LF0_SYNE7,Q31LF0,SYNPCC7942_RS10590,Synpcc7942_2089,True,False,False,False,,,,False,False,False
Q31S21,Q31S21_SYNE7,Q31S21,SYNPCC7942_RS00585,Synpcc7942_0116,True,False,False,False,,,,False,False,False
Q935X0,Q935X0_SYNE7,Q935X0,SYNPCC7942_RS12665,Synpcc7942_2496,True,False,False,False,,,,False,False,False
Q31LN7,Q31LN7_SYNE7,Q31LN7,SYNPCC7942_RS10155,Synpcc7942_2002,True,False,False,False,,,,False,False,False
Q31LF5,Q31LF5_SYNE7,Q31LF5,SYNPCC7942_RS10565,Synpcc7942_2084,True,False,False,False,,,,False,False,False
Q31LF6,Q31LF6_SYNE7,Q31LF6,SYNPCC7942_RS10560,Synpcc7942_2083,True,False,False,False,,,,False,False,False
Q31RB6,METAA_SYNE7,Q31RB6,SYNPCC7942_RS01890,Synpcc7942_0371,True,False,False,False,,,,False,False,False
Q31LY7,Q31LY7_SYNE7,Q31LY7,SYNPCC7942_RS09645,Synpcc7942_1902,True,False,False,False,,,,False,False,False
Q31LG0,Q31LG0_SYNE7,Q31LG0,SYNPCC7942_RS10540,Synpcc7942_2079,True,False,False,False,,,,False,False,False
Q31LD8,Q31LD8_SYNE7,Q31LD8,SYNPCC7942_RS10650,Synpcc7942_2101,True,False,False,False,,,,False,False,False
Q31LG2,Q31LG2_SYNE7,Q31LG2,SYNPCC7942_RS10530,Synpcc7942_2077,True,False,False,False,,,,False,False,False
Q31MF9,Q31MF9_SYNE7,Q31MF9,SYNPCC7942_RS08805,Synpcc7942_1730,True,False,False,False,,,,False,False,False
Q31Q12,Q31Q12_SYNE7,Q31Q12,SYNPCC7942_RS04265,Synpcc7942_0825,True,False,False,False,,,,False,False,False
Q31L74,Q31L74_SYNE7,Q31L74,SYNPCC7942_RS11005,Synpcc7942_2165,True,False,False,False,,,,False,False,False
Q31LG8,Q31LG8_SYNE7,Q31LG8,SYNPCC7942_RS10500,Synpcc7942_2071,True,False,False,False,,,,False,False,False
Q8GMT3,Q8GMT3_SYNE7,Q8GMT3,SYNPCC7942_RS02380,Synpcc7942_0467,True,False,False,False,,,,False,False,False
Q31M67,Q31M67_SYNE7,Q31M67,SYNPCC7942_RS14185,Synpcc7942_1822,True,False,False,False,,,,False,False,False
Q31LH1,Q31LH1_SYNE7,Q31LH1,SYNPCC7942_RS10485,Synpcc7942_2068,True,False,False,False,,,,False,False,False
Q31RV2,Q31RV2_SYNE7,Q31RV2,SYNPCC7942_RS00940,Synpcc7942_0185,True,False,False,False,,,,False,False,False
Q31NA3,Q31NA3_SYNE7,Q31NA3,SYNPCC7942_RS07345,Synpcc7942_1436,True,False,False,False,,,,False,False,False
Q31LH4,Q31LH4_SYNE7,Q31LH4,SYNPCC7942_RS13805,Synpcc7942_2065,True,False,False,False,,,,False,False,False
Q31LH5,Q31LH5_SYNE7,Q31LH5,SYNPCC7942_RS10470,Synpcc7942_2064,True,False,False,False,,,,False,False,False
Q31LH9,Q31LH9_SYNE7,Q31LH9,SYNPCC7942_RS10450,Synpcc7942_2060,True,False,False,False,,,,False,False,False
Q31P45,Q31P45_SYNE7,Q31P45,SYNPCC7942_RS05855,Synpcc7942_1144,True,False,False,False,,,,False,False,False
Q8KUX3,Q8KUX3_SYNE7,Q8KUX3,SYNPCC7942_RS13495,Synpcc7942_B2656,True,False,False,False,,,,False,False,False
Q31LI5,Q31LI5_SYNE7,Q31LI5,SYNPCC7942_RS10420,Synpcc7942_2054,True,False,False,False,,,,False,False,False
Q31RN6,Q31RN6_SYNE7,Q31RN6,SYNPCC7942_RS01280,Synpcc7942_0251,True,False,False,False,,,,False,False,False
Q31LI7,Q31LI7_SYNE7,Q31LI7,SYNPCC7942_RS10410,Synpcc7942_2052,True,False,False,False,,,,False,False,False
Q31LI8,Q31LI8_SYNE7,Q31LI8,SYNPCC7942_RS10405,Synpcc7942_2051,True,False,False,False,,,,False,False,False
Q31LI9,Q31LI9_SYNE7,Q31LI9,SYNPCC7942_RS10400,Synpcc7942_2050,True,False,False,False,,,,False,False,False
Q31LJ2,Q31LJ2_SYNE7,Q31LJ2,SYNPCC7942_RS10385,Synpcc7942_2047,True,False,False,False,,,,False,False,False
Q31LJ4,Q31LJ4_SYNE7,Q31LJ4,SYNPCC7942_RS10375,Synpcc7942_2045,True,False,False,False,,,,False,False,False
Q31KY6,Q31KY6_SYNE7,Q31KY6,SYNPCC7942_RS11455,Synpcc7942_2253,True,False,False,False,,,,False,False,False
Q31LJ6,Q31LJ6_SYNE7,Q31LJ6,SYNPCC7942_RS10365,Synpcc7942_2043,True,False,False,False,,,,False,False,False
Q31L75,Q31L75_SYNE7,Q31L75,SYNPCC7942_RS11000,Synpcc7942_2164,True,False,False,False,,,,False,False,False
Q31LJ8,Q31LJ8_SYNE7,Q31LJ8,SYNPCC7942_RS10355,Synpcc7942_2041,True,False,False,False,,,,False,False,False
Q31LK0,Q31LK0_SYNE7,Q31LK0,SYNPCC7942_RS10345,Synpcc7942_2039,True,False,False,False,,,,False,False,False
Q31LK1,Q31LK1_SYNE7,Q31LK1,SYNPCC7942_RS10340,Synpcc7942_2038,True,False,False,False,,,,False,False,False
Q31P35,Q31P35_SYNE7,Q31P35,SYNPCC7942_RS05915,Synpcc7942_1154,True,False,False,False,,,,False,False,False
Q31LK4,Q31LK4_SYNE7,Q31LK4,SYNPCC7942_RS10325,Synpcc7942_2035,True,False,False,False,,,,False,False,False
Q31Q56,Q31Q56_SYNE7,Q31Q56,SYNPCC7942_RS04050,Synpcc7942_0781,True,False,False,False,,,,False,False,False
Q31LK6,Q31LK6_SYNE7,Q31LK6,SYNPCC7942_RS10315,Synpcc7942_2033,True,False,False,False,,,,False,False,False
Q31LK7,Q31LK7_SYNE7,Q31LK7,SYNPCC7942_RS10310,Synpcc7942_2032,True,False,False,False,,,,False,False,False
Q31L40,Q31L40_SYNE7,Q31L40,SYNPCC7942_RS11170,Synpcc7942_2199,True,False,False,False,,,,False,False,False
Q31MI3,Q31MI3_SYNE7,Q31MI3,SYNPCC7942_RS08680,Synpcc7942_1706,True,False,False,False,,,,False,False,False
Q31PH5,Q31PH5_SYNE7,Q31PH5,SYNPCC7942_RS05210,Synpcc7942_1014,True,False,False,False,,,,False,False,False
Q31LL2,Q31LL2_SYNE7,Q31LL2,SYNPCC7942_RS10285,Synpcc7942_2027,True,False,False,False,,,,False,False,False
Q31QI7,Q31QI7_SYNE7,Q31QI7,SYNPCC7942_RS03330,Synpcc7942_0650,True,False,False,False,,,,False,False,False
Q31LL4,Q31LL4_SYNE7,Q31LL4,SYNPCC7942_RS10275,Synpcc7942_2025,True,False,False,False,,,,False,False,False
Q31LL5,Q31LL5_SYNE7,Q31LL5,SYNPCC7942_RS10270,Synpcc7942_2024,True,False,False,False,,,,False,False,False
Q31LL7,Q31LL7_SYNE7,Q31LL7,SYNPCC7942_RS10260,Synpcc7942_2022,True,False,False,False,,,,False,False,False
Q31LM1,Q31LM1_SYNE7,Q31LM1,SYNPCC7942_RS10240,Synpcc7942_2018,True,False,False,False,,,,False,False,False
Q31LA5,Q31LA5_SYNE7,Q31LA5,SYNPCC7942_RS10825,Synpcc7942_2134,True,False,False,False,,,,False,False,False
Q31LM4,Q31LM4_SYNE7,Q31LM4,SYNPCC7942_RS10220,Synpcc7942_2015,True,False,False,False,,,,False,False,False
Q31LM5,Q31LM5_SYNE7,Q31LM5,SYNPCC7942_RS10215,Synpcc7942_2014,True,False,False,False,,,,False,False,False
Q31LM6,Q31LM6_SYNE7,Q31LM6,SYNPCC7942_RS10210,Synpcc7942_2013,True,False,False,False,,,,False,False,False
Q31S44,Q31S44_SYNE7,Q31S44,SYNPCC7942_RS00470,Synpcc7942_0093,True,False,False,False,,,,False,False,False
Q31QU4,Q31QU4_SYNE7,Q31QU4,SYNPCC7942_RS02765,Synpcc7942_0543,True,False,False,False,,,,False,False,False
Q31LN0,Q31LN0_SYNE7,Q31LN0,SYNPCC7942_RS10190,Synpcc7942_2009,True,False,False,False,,,,False,False,False
Q31PH4,Q31PH4_SYNE7,Q31PH4,SYNPCC7942_RS05215,Synpcc7942_1015,True,False,False,False,,,,False,False,False
Q31LN4,Q31LN4_SYNE7,Q31LN4,SYNPCC7942_RS10170,Synpcc7942_2005,True,False,False,False,,,,False,False,False
Q31LN5,Q31LN5_SYNE7,Q31LN5,SYNPCC7942_RS10165,Synpcc7942_2004,True,False,False,False,,,,False,False,False
Q31LK3,Q31LK3_SYNE7,Q31LK3,SYNPCC7942_RS10330,Synpcc7942_2036,True,False,False,False,,,,False,False,False
Q31KZ6,Q31KZ6_SYNE7,Q31KZ6,SYNPCC7942_RS11385,Synpcc7942_2243,True,False,False,False,,,,False,False,False
Q31LN8,Q31LN8_SYNE7,Q31LN8,SYNPCC7942_RS10145,Synpcc7942_2001,True,False,False,False,,,,False,False,False
Q31LN9,Q31LN9_SYNE7,Q31LN9,SYNPCC7942_RS10140,Synpcc7942_2000,True,False,False,False,,,,False,False,False
Q31LP0,Q31LP0_SYNE7,Q31LP0,SYNPCC7942_RS10135,Synpcc7942_1999,True,False,False,False,,,,False,False,False
Q31PE4,Q31PE4_SYNE7,Q31PE4,SYNPCC7942_RS05360,Synpcc7942_1045,True,False,False,False,,,,False,False,False
Q31P71,Q31P71_SYNE7,Q31P71,SYNPCC7942_RS05730,Synpcc7942_1118,True,False,False,False,,,,False,False,False
Q31LP4,Q31LP4_SYNE7,Q31LP4,SYNPCC7942_RS10115,Synpcc7942_1995,True,False,False,False,,,,False,False,False
Q31LP6,Q31LP6_SYNE7,Q31LP6,SYNPCC7942_RS10105,Synpcc7942_1993,True,False,False,False,,,,False,False,False
Q31LP9,Q31LP9_SYNE7,Q31LP9,SYNPCC7942_RS10090,Synpcc7942_1990,True,False,False,False,,,,False,False,False
Q31LQ0,Q31LQ0_SYNE7,Q31LQ0,SYNPCC7942_RS10085,Synpcc7942_1989,True,False,False,False,,,,False,False,False
Q31L60,Q31L60_SYNE7,Q31L60,SYNPCC7942_RS11075,Synpcc7942_2179,True,False,False,False,,,,False,False,False
Q31LQ3,Q31LQ3_SYNE7,Q31LQ3,SYNPCC7942_RS10070,Synpcc7942_1986,True,False,False,False,,,,False,False,False
Q31LR2,Q31LR2_SYNE7,Q31LR2,SYNPCC7942_RS10025,Synpcc7942_1977,True,False,False,False,,,,False,False,False
Q31LR4,Q31LR4_SYNE7,Q31LR4,SYNPCC7942_RS10015,Synpcc7942_1975,True,False,False,False,,,,False,False,False
Q31LR6,Q31LR6_SYNE7,Q31LR6,SYNPCC7942_RS10005,Synpcc7942_1973,True,False,False,False,,,,False,False,False
Q31LR7,Q31LR7_SYNE7,Q31LR7,SYNPCC7942_RS10000,Synpcc7942_1972,True,False,False,False,,,,False,False,False
Q31M78,Q31M78_SYNE7,Q31M78,SYNPCC7942_RS09200,Synpcc7942_1811,True,False,False,False,,,,False,False,False
Q31P93,THIC_SYNE7,Q31P93,SYNPCC7942_RS05625,Synpcc7942_1096,True,False,False,False,,,,False,False,False
